Redundant Modes for Allen & Heath dLive MixRack [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,7ms
Redundant Modes for Shure ULX-D [Dante->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [Dante->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [Dante->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [Dante->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [Dante->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [Dante->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [Dante->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Shure ULX-D [AES67->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 2,95ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Analog->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,4ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES3->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [Dante->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->AES3]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->Dante]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
Redundant Modes for Sound Devices Astral ARX32 [AES67->AES67]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 4,9ms
DIFFERENT Latencies for Sound Devices Astral ARX32 (Astral TX) [Analog->Analog]: {'Long Range': '6,85ms', 'Standard': '2,92ms'}
DIFFERENT Latencies for Sound Devices Astral ARX32 (Astral TX) [Analog->AES3]: {'Long Range': '6,815ms', 'Standard': '2,855ms'}
Redundant Modes for Wisycom MPR50-IEM [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [Analog->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [AES3->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 0,9ms
Redundant Modes for Wisycom MPR50-IEM [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [Dante->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
Redundant Modes for Wisycom MPR50-IEM [AES67->Analog]: ['High Density', 'Long Range', 'Low Latency', 'Pass-thru', 'Standard'] all have 1,4ms
